2.056311254     0.000000000     0.0000000
0.000000000     3.238422025	2.962372336
1.00379875     0.000000000     0.0000000
2.76031043	2.135613281     0.000000000
2.78907823     0.000000000     0.0000000
2.938999427     0.000000000     0.0000000
1.141432954     0.000000000     0.0000000
0.000000000     0.0000000     2.380746505
0.000000000     0.0000000     1.19880711
2.897888682	0.760553695     0.000000000
0.000000000     0.0000000     2.996133087
0.000000000     0.779131304	2.368996933
2.002124962	1.830576275     0.000000000
0.000000000     0.0000000     3.957744267
2.017069241     0.000000000     0.0000000
0.000000000     0.0000000     1.306264943
0.000000000     0.0000000     1.011721436
0.000000000     0.0000000     3.250326154
1.127393343     0.000000000     0.0000000
2.941574502     0.000000000     0.0000000
0.996635698     0.000000000     0.0000000
0.000000000     0.0000000     3.488579043
1.080740221     0.000000000     0.0000000
0.000000000     0.0000000     3.10630008
0.000000000     0.0000000     1.093178199
0.000000000     0.0000000     3.65699706
1.073674893     0.000000000     0.0000000
0.000000000     0.816402407	1.258420039
0.000000000     0.0000000     2.943162563
0.000000000     3.057022606	2.904270562
0.000000000     4.007192301	3.254910795
2.969848086     0.000000000     0.0000000
0.871771149     0.000000000     0.0000000
0.000000000     1.847457434	2.96441717
0.000000000     0.0000000     3.733279095
0.000000000     0.0000000     1.645997098
1.898079739	2.188357942     0.000000000
1.96443191     0.000000000     0.0000000
1.090900742     0.000000000     0.0000000
1.072809302	2.988161706     0.000000000
0.000000000     0.0000000     3.351109094
0.000000000     0.0000000     1.923912942
2.925265797     0.000000000     0.0000000
2.88618102	1.926861074     0.000000000
0.000000000     0.0000000     3.990072493
3.068552807     0.000000000     0.0000000
0.000000000     0.0000000     0.893055661
1.797069824     0.000000000     0.0000000
0.000000000     0.0000000     2.851250414
0.000000000     0.0000000     2.603426008
1.758862161     0.000000000     0.0000000
1.786611738	3.08023262     0.000000000
0.000000000     0.0000000     0.571217933
1.935810124	2.250961278     0.000000000
2.003577924	1.997524012     0.000000000
1.982268204     0.000000000     0.0000000
0.895372961     0.000000000     0.0000000
0.000000000     0.0000000     2.649990453
0.000000000     0.0000000     3.081126911
3.054205268     0.000000000     0.0000000
0.000000000     0.0000000     2.893836577
0.000000000     3.275157882	3.105300309
3.071850312	0.791534471     0.000000000
0.000000000     0.941842566	2.589409427
0.000000000     0.0000000     1.990871085
0.000000000     0.741734428	2.586616105
0.880896026     0.000000000     0.0000000
